"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Pval_threshold"	"FC1.2_threshold"	"FC1.5_threshold"
"CIAPIN1"	3192.5197457081	0.108667810102692	0.0599400277676647	1.81294227163027	0.0698407255392843	0.191853954710864	FALSE	FALSE	FALSE
"SPPL2B"	5421.21480817801	0.174515700949053	0.0627557453121145	2.78087209515405	0.0054213091985274	0.0266276566376099	TRUE	FALSE	FALSE
"FAM214B"	699.186429211496	-0.00212789914078982	0.0947197942114291	-0.0224652002097895	0.982076871199645	0.991252709558424	FALSE	FALSE	FALSE
"PRKAR2B"	27.5782482098858	0.240574233479821	0.448935429196785	0.535877139191812	0.592043465014653	0.77371641822909	FALSE	FALSE	FALSE
"MSL3"	1301.3689940639	0.0682436934650291	0.071907431664125	0.949049241305002	0.342595568495737	0.565524598525151	FALSE	FALSE	FALSE
"CREBBP"	10204.3850435938	-0.0310596346669054	0.0744352757051863	-0.417270365060814	0.676480662207412	0.828885016464523	FALSE	FALSE	FALSE
"TSPOAP1"	12.8612721843032	-1.88677074628001	0.599321695973037	-3.14817694563305	0.00164292209947898	0.00999982044129107	TRUE	TRUE	TRUE
"GCFC2"	1283.0836760049	0.194954100683525	0.0735729037539076	2.64980843131628	0.00805374226982077	0.0364070610811722	TRUE	FALSE	FALSE
"WDR54"	3470.09300833379	0.0335603697378587	0.0532659533891433	0.630052925039712	0.528659957757046	0.725404958997478	FALSE	FALSE	FALSE
"CROT"	277.541052901906	-0.63536036797104	0.12989390021204	-4.89137955619064	1.00131659781588e-06	1.64751003322099e-05	TRUE	FALSE	FALSE
"KMT2E"	4734.69102928576	-0.242032298022626	0.0750216933466104	-3.22616415633815	0.00125461376509278	0.00796189097988555	TRUE	FALSE	FALSE
