"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"Pval_threshold"	"FC1.2_threshold"	"FC1.5_threshold"
"GPRC5A"	-1.00159019042967	4.14686332712548	-7.09803957609827	1.06559708151219e-06	0.000163982493866582	5.77777834424976	TRUE	FALSE	FALSE
"UBASH3B"	-0.513461988317657	6.63652132626817	-7.12507825622611	1.01098448212418e-06	0.000157758511855023	5.76651723173408	TRUE	FALSE	FALSE
"COLQ"	-0.578793027400985	4.04790041151867	-7.08313874142875	1.09699104848644e-06	0.000166139347074121	5.74965935957946	TRUE	FALSE	FALSE
"MAP3K3"	0.517921552040319	4.3282183749546	7.07348100465483	1.11784881800596e-06	0.000167011370213571	5.73056271448896	TRUE	FALSE	FALSE
"FOXO1"	-0.558483840709856	5.40752128601336	-7.08725240809724	1.08822957348188e-06	0.000166120610108473	5.72566972008259	TRUE	FALSE	FALSE
"CREB3L2"	-0.500379517756523	7.54132372301603	-7.09763411842605	1.06643889014155e-06	0.000163982493866582	5.69505930375726	TRUE	FALSE	FALSE
"EDN2"	-1.57156251013306	1.03737446756954	-7.67678415168664	3.53105363965887e-07	7.81184638577169e-05	5.6902291680003	TRUE	TRUE	TRUE
"SEC24D"	-0.583883344944306	6.74784643628958	-7.07981402997818	1.10412553832607e-06	0.000166139347074121	5.67840775097938	TRUE	FALSE	FALSE
"HMGN4"	0.568196137777591	4.84509819074211	7.04567418847928	1.18022761231978e-06	0.000175089259726257	5.66428339010678	TRUE	FALSE	FALSE
"PSEN2"	0.733448463126389	3.00736824283896	7.03212604997116	1.21191540924044e-06	0.000178532937140273	5.59452707357088	TRUE	FALSE	FALSE
"CCPG1"	0.766809314616514	4.62455059282206	6.99912705187152	1.29283709467437e-06	0.000189131293308405	5.58217699512653	TRUE	FALSE	FALSE
"CDC42EP1"	-0.803271588793647	4.29400692087325	-6.97086730713296	1.36657874853726e-06	0.000194515864301932	5.53772002524217	TRUE	FALSE	FALSE
"TMEM141"	-0.463597524099699	6.20564641684699	-6.98993200409631	1.3163677638961e-06	0.000189935639138598	5.52036617656956	TRUE	FALSE	FALSE
"IGSF8"	-0.442424857680558	7.76162318178503	-6.99297931536366	1.30852078514113e-06	0.000189935639138598	5.48738692650107	TRUE	FALSE	FALSE
"LDLRAD3"	-0.515407952355947	6.73971363526494	-6.98077709076148	1.34023644543095e-06	0.000192064088159512	5.48394076457378	TRUE	FALSE	FALSE
"ARHGAP10"	-0.444286375254298	6.54761464517481	-6.96718014654657	1.37651629762831e-06	0.000194615384737168	5.46360833418933	TRUE	FALSE	FALSE
"SVIP"	0.906828933320066	3.07782008199098	6.9486951673499	1.42747613526007e-06	0.00019783692279861	5.45381987155819	TRUE	FALSE	FALSE
"TRIP10"	-0.449888188735494	6.70037649800843	-6.96294191831175	1.38803153359687e-06	0.000194935148578344	5.45150736173887	TRUE	FALSE	FALSE
"INPP5D"	-0.844565273898215	4.3059123615231	-6.91210262641383	1.53419578958638e-06	0.00020986602924303	5.42244150854232	TRUE	FALSE	FALSE
"COTL1"	-0.541218059385839	8.50304333424997	-6.95417784613366	1.41216082145592e-06	0.000197010462680731	5.39729118495972	TRUE	FALSE	FALSE
"A2ML1"	-0.558661177570101	5.00956011991424	-6.9057109438985	1.55366783230189e-06	0.000211158493904978	5.38894612205215	TRUE	FALSE	FALSE
