SYMBOL	CTRL_R1	CTRL_R2	CTRL_R3	DMSO	SMZ_R1	SMZ_R2	SMZ_R3	TMP_R1	TMP_R2	TMP_R3	CTX_R1	CTX_R2	CTX_R3
SPAG9	16049.24272	16456.93426	17342.59494	14609.49907	10956.89994	12423.01872	12858.42017	16317.31841	17460.05861	16935.00348	16747.35266	16157.97944	15448.29888
CELSR3	371.4627707	343.0166063	275.5567347	515.0455868	507.2147088	540.3620344	521.3957025	425.4997103	450.3134349	387.0750042	426.0189679	417.2644412	455.0040905
AASS	4214.849046	4096.542164	4093.251347	4158.009222	3816.0604	4459.84461	4370.811154	4394.664947	4335.74035	4608.08072	4203.829193	4100.443599	4306.158712
PLEKHG6	22406.2697	21907.85145	21934.52172	16541.3478	13551.39612	13336.00762	14173.94163	19579.48285	18209.00923	17729.92336	18424.90595	19438.89692	19119.87855
SS18L2	984.4902881	917.9871355	1034.365952	1296.169542	1419.404512	1271.814769	1205.894676	1080.531071	929.7047007	1106.468061	1054.272621	1101.765659	1130.836833
MPND	1706.905615	1676.751663	1572.112863	1627.270276	2188.193299	1828.101028	1912.675517	2164.310231	2037.019936	2060.938376	1696.616395	1815.334737	1684.121807
CRY1	2319.933133	2343.127763	2489.264384	2375.883047	2048.775643	2178.433978	2417.137	2316.970433	2455.111991	2680.258383	2445.879327	2367.624076	2312.634124
NFIX	14.81293258	9.828556055	15.42295157	13.68891925	15.93344635	14.86260998	20.49931822	11.9096611	13.36008446	33.04298816	25.69375098	30.00553285	14.5601309
ST3GAL1	8539.085902	8303.164155	8437.382706	5082.011272	4221.035495	4057.492526	4411.80979	7291.960684	6243.088878	6443.382691	7093.132932	7067.240659	6840.834833
MMP25	12.53401987	20.63996771	24.67672251	19.67782142	33.19467989	22.29391498	29.41206527	23.81932221	22.00484499	16.99353677	16.57661354	16.87811223	29.12026179
IL32	80.90140099	102.216983	107.960661	88.12241767	63.73378539	72.18981992	82.88854757	59.54830551	44.79557729	44.37201267	67.9641155	72.20081342	72.80065448
PKD1	8691.773053	8670.752151	8847.633218	7587.939052	7366.563362	7964.235721	7648.028244	8009.78844	8325.690278	8010.564416	8046.28821	8292.779141	8753.065357
MAPK8IP2	394.2518978	405.9193651	405.1095279	339.6563089	269.5408007	326.9774196	290.5555539	286.9145629	336.3597734	311.5481741	308.3250118	300.9930014	306.9760931
MED24	10845.34556	10306.22388	10672.68249	9744.799391	9363.555304	8877.22462	9396.709216	9412.963057	9294.689345	9635.335348	10159.80644	9897.137476	9945.782746
RHOBTB2	2364.37193	2508.247505	2398.783068	2504.216665	2712.669241	2717.734397	2609.652336	2380.849524	2191.839738	2127.968438	2388.690011	2375.12546	2399.994909
HEATR5B	7070.326664	7236.765823	7254.956419	6512.503333	5384.177079	5834.636034	6192.576651	7308.201131	7045.479832	7429.007824	6838.681914	6643.412508	6521.725297
SEC62	4708.233646	4834.666723	4978.528767	5298.467307	4900.862539	5045.85609	4981.334327	5054.027093	4990.384488	5264.220057	5109.741122	4611.47533	5011.111717
RPS20	91379.8416	91961.86758	91723.37758	86892.98161	96381.41696	83511.94389	84893.02438	91618.85747	87171.40753	89648.45914	85207.1089	92529.56193	85824.69157
CSDE1	78358.13441	76996.90813	78396.91923	72467.4274	67681.29673	65374.25163	65901.74297	79022.76681	74643.57774	79978.19263	78587.23828	76685.70291	73899.94436
UBE3C	9359.494475	9574.979308	8581.330254	8703.585971	7945.478579	8134.094121	8292.419856	8864.03595	8972.475543	8357.043749	8919.046913	9342.972791	8548.01018
REV3L	1978.096227	1956.86551	1922.727963	2365.616358	1958.486114	2425.790272	2369.899441	2112.340801	2152.545372	2496.161734	2369.626905	2200.7183	2125.779111
TENM1	0	0	0	3.422229813	0	7.431304992	1.78254941	0	1.571774642	3.776341504	0.828830677	0.937672902	0
MASP2	55.83336125	91.40557131	71.973774	75.28905588	111.5341244	125.2705699	77.54089934	97.44268175	77.01695745	50.98061031	64.64879279	100.3310005	88.57412962
FAM76A	952.5855102	1022.16983	886.305617	1166.980366	965.3012913	1152.913889	1081.116217	870.487957	906.1280811	1003.562755	915.0290672	935.7975558	940.341787
TRAF3IP3	18.23130163	23.58853453	15.42295157	21.38893633	23.90016952	21.23229998	18.71676881	19.48853635	17.28952106	13.21719526	14.91895218	21.56647674	16.98681938
POMT2	4405.138257	3872.451086	3856.76609	3921.019808	4409.581277	4056.430911	4296.835353	4407.657305	4236.718547	4260.657302	4030.603581	3915.722037	4034.369602
VTA1	2733.555788	2572.13312	2891.289321	3439.340962	3235.817396	3051.081507	3240.674828	2596.30612	2825.264919	3116.425826	3411.467066	2983.675173	2993.320243
MLXIPL	22.78912704	30.46852377	34.95869023	27.3778385	58.42263661	35.03329496	42.78118584	12.99235757	13.36008446	20.76987827	36.46854978	33.75622446	20.6268521
BAZ1B	8835.344553	8835.871893	8690.319112	7985.773268	7005.405244	8189.298101	8070.492455	8768.758661	7969.683322	7785.872096	8691.118477	8730.672386	8054.179074
RANBP9	3797.808021	3452.771742	3607.942471	3716.541576	3275.651012	3338.779171	3780.787299	4170.546779	3920.005957	3983.096201	3706.530787	4107.007309	3562.378693
ETV7	875.1024783	956.3185041	1004.548246	832.4574019	920.1565266	1023.396859	953.6639344	797.9472939	793.7461942	783.5908621	822.2000314	849.5316488	905.154804
SPRTN	981.071919	973.0270494	1023.055788	1227.724945	1141.896988	1168.838114	1235.306741	917.0439049	1031.084165	1077.201414	1121.407906	1093.326603	1027.702572
METTL13	4991.958278	4763.90112	4656.703178	4684.177056	4829.162031	4342.005345	4544.609721	4767.112531	4514.136772	4651.508648	4827.938692	4617.101367	4888.563948
DYRK4	1522.313686	1374.032136	1625.579096	1585.347961	1611.933656	1532.972058	1566.860932	1550.421336	1579.633515	1724.843982	1429.732917	1588.417895	1627.094628
ZNF207	16099.3788	15894.74085	15438.37452	16816.8373	16042.3249	15129.07535	15448.46446	14393.36679	15308.29912	15953.15468	16910.6323	16224.55422	15371.85819
UQCRC1	24682.9035	25011.70945	24629.42546	22877.6063	22977.35742	21042.27089	21829.99135	24720.12566	24577.84008	24132.71038	23734.39526	24418.8777	23777.9071
STARD3NL	3103.879103	2576.064542	2949.896537	3210.907122	2895.903874	2957.659387	3018.747426	3144.150531	3123.902101	3154.189241	3027.718462	3067.128061	2722.744478
CD9	24206.61074	24009.19673	22572.00372	20288.68944	19872.99096	19201.43048	18763.11509	22966.15739	20881.02612	20263.84851	20682.64071	21363.00172	20738.47977
HHATL	0	0	1.028196771	0.855557453	1.327787196	2.123229998	1.78254941	2.165392928	0	0	1.657661354	0.937672902	1.213344241
NCAPD2	63876.78363	62687.51337	60514.52098	56212.69134	52499.37793	55048.98415	55438.17793	62074.23636	56924.17632	53193.54643	63913.61998	61897.66358	58275.71057
IFFO1	6.836738112	3.931422422	2.056393543	8.555574531	15.93344635	3.184844997	4.456373525	1.082696464	3.143549284	1.888170752	4.144153384	6.563710311	6.066721207
GIPR	17.09184528	11.79426727	8.225574171	7.700017078	17.26123354	21.23229998	16.9342194	8.661571711	13.36008446	16.99353677	23.20725895	9.376729016	37.61367148
PHF7	468.3165607	468.8221238	485.3088761	610.0124641	775.4277223	716.5901242	705.8895664	580.3253046	585.4860541	668.4124462	537.9111092	517.5954417	587.2586128
SEMA3G	175.4762782	167.0854529	110.0170545	123.2002733	156.6788891	130.5786449	119.4308105	85.53302065	95.09236584	98.18487911	135.928231	133.149552	133.4678665
NISCH	8752.164239	8580.329436	8347.929587	8666.797	9587.95134	9823.123584	9453.750797	8517.573081	8392.4907	8373.0932	8343.009593	8429.679385	8754.278701
STAB1	68.36738112	54.0570583	73.00197077	81.27795805	86.30616772	58.38882494	84.67109698	51.96943027	53.44033782	56.64512256	54.70282467	76.88917793	75.22734296
FUZ	1744.507675	1718.031598	1826.077466	1518.614479	1586.705699	1451.227703	1450.103945	1810.268488	1726.594444	1696.521421	1626.165788	1691.561914	1746.002363
SLC6A13	2.278912704	1.965711211	0	4.277787266	5.311148783	5.308074994	7.130197641	0	2.357661963	1.888170752	4.972984061	1.875345803	1.213344241
IDS	3285.052663	2927.926849	2781.272267	3384.585285	4258.213537	4664.736305	4453.699701	3412.659254	3130.189199	3130.587107	3255.646898	3392.500558	3350.04345
ZNF200	1521.17423	1376.980703	1483.687941	1690.581527	1546.872083	1452.289318	1585.5777	1369.611027	1413.025403	1377.420564	1401.552674	1513.404063	1602.827743
CD4	76.34357558	92.38842691	47.29705149	75.28905588	63.73378539	76.43627992	82.88854757	50.8867338	47.93912658	67.0300617	53.87399399	84.39056114	64.30724479
LRRC23	1459.643587	1436.934895	1393.206625	1596.470208	1618.572592	1452.289318	1451.886495	1713.908502	1515.976642	1588.895688	1479.462758	1400.883315	1439.02627
BTK	2.278912704	1.965711211	5.140983857	2.566672359	9.29451037	2.123229998	5.34764823	2.165392928	0	0.944085376	10.7747988	8.439056114	0
SCMH1	7.976194464	4.914278027	11.31016449	5.988902172	5.311148783	0	2.673824115	4.330785856	1.571774642	6.608597632	10.7747988	2.813018705	6.066721207
FYN	15.95238893	23.58853453	16.45114834	39.35564284	83.65059333	76.43627992	73.97580052	35.72898331	38.50847873	45.31609805	25.69375098	30.94320575	47.32042541
HIVEP2	1298.980241	1209.89525	1362.360722	1006.135565	916.173165	1013.842324	1012.488065	1137.913984	1190.619291	1080.03367	1262.309121	1189.906912	1107.783292
TCEB3	2943.215757	2648.795857	2636.296522	2400.694214	2566.612649	2552.122457	2481.308779	2920.032363	2696.379398	2785.995945	2699.501514	2555.158657	2692.410871
LYPLA2	6025.445189	5928.585012	5703.407491	5708.279327	6933.704736	6249.727498	6471.545634	5090.838773	4818.275165	5016.869688	5141.236688	5848.265887	6006.053995
CLCN6	1679.558663	1785.848635	1655.396802	1452.736555	1351.687365	1418.317638	1457.234143	1609.969642	1644.076275	1659.702091	1615.390989	1669.995438	1673.201709
MRC2	363.4865763	400.0222314	360.8970668	547.55677	655.9268747	699.6042842	728.1714341	475.3037477	479.3912658	455.9932366	409.4423543	451.9583386	475.6309426
NME1-NME2	59641.42437	57392.87023	53447.72457	55245.91142	54194.96218	48692.03354	49064.67251	52025.73048	52854.06588	54988.25273	54961.41984	49902.95182	53643.16225
TSPAN9	10745.0734	10668.8976	10510.2274	9923.610899	10415.16276	9636.279345	10112.4028	10067.99442	8997.623938	8766.776802	9941.823968	10761.67189	10255.18553
BTBD7	737.2282597	779.4044951	652.9049499	561.2456893	412.9418179	650.7699943	837.7982228	902.9688509	630.2816314	538.1286643	1027.750039	1023.938809	863.9010998
APBA3	1712.602897	1742.602988	1853.838779	1718.814923	1703.550972	1588.176038	1540.12269	1822.178149	1942.713457	1789.985873	1571.462963	1851.903981	1951.05754
MKS1	3969.86593	3892.108198	3947.247405	3577.941269	3441.624411	3371.689236	3258.500322	3850.068626	3728.249451	3809.384492	3695.755988	3556.593316	3978.555767
ABHD5	1269.354376	1273.780865	1279.076784	1486.958854	1479.154936	1415.132793	1513.384449	1247.266326	1309.288277	1462.388247	1422.273441	1330.557847	1314.051813
AKAP8L	8292.963329	8088.901633	9071.780114	7871.128569	6669.475084	6957.824703	6869.945427	8199.260321	8462.434672	8881.955218	8272.558985	7823.005018	8109.992909
MBTD1	6265.870479	6312.881554	6110.573413	6320.858464	4993.807643	5645.668564	5771.003715	5576.969486	5760.554063	5871.266954	6411.005285	6089.247823	5983.000454
UTP18	5695.002847	5968.882092	6327.522931	6007.724436	5254.053933	4993.836955	4853.882044	4878.630266	5516.143106	5181.140544	5892.157281	5755.43627	5621.42387
RNF216	3821.736604	3838.051139	3588.406732	3544.574528	3276.978799	3476.789121	3556.186073	4043.871293	4088.971731	3697.038333	3691.611834	3689.742868	3615.765839
TTC19	1325.187737	1406.466371	1364.417116	1617.859144	2011.597601	2079.703783	1974.173472	1517.940442	1559.986332	1635.155871	1446.309531	1477.772493	1445.092991
PTBP1	81198.7991	80652.14813	79439.51076	75105.11102	70664.83455	72040.13221	73699.50536	84516.36867	76356.02622	72279.17639	76036.92629	79960.99435	75784.26797
DPF1	244.9831157	255.5424574	269.3875541	320.8340449	310.7022038	321.6693447	354.7273326	290.1626523	302.5666186	242.6299416	232.9014202	270.9874686	298.4826834
SYT7	3853.641382	3801.685482	3484.558858	3732.797168	3861.205165	4045.814761	3806.634265	3591.304171	3233.140438	3402.483695	3757.918289	3604.414634	3379.163712
LARS2	5195.920965	5104.952015	4903.470403	4719.254912	4752.150373	4732.679665	4766.537123	4735.714333	4356.959307	3958.549982	4986.245352	5145.011211	4508.787201
PIK3C2A	6413.999805	6822.000758	6766.562953	6428.658703	4842.439903	5964.153064	5976.888172	6843.724348	6670.61158	6975.846844	7353.385765	6853.451237	6499.885101
PLAUR	2707.348292	2405.047667	2543.758812	2258.671676	2698.063582	2492.672017	2537.459085	2747.883625	2383.596244	2333.77905	2300.833959	2213.845721	2225.273339
ANLN	12715.19343	12238.518	14050.30888	13350.1185	10201.38902	10667.10751	11074.08821	11742.92585	11158.02818	11813.34031	14150.62614	12540.43739	11631.1179
WIZ	5578.778299	5709.408212	5346.623211	4985.333279	4280.785919	4510.80213	4717.517014	5348.520532	5263.873276	4994.211639	5278.822581	5511.641315	5219.806926
RABGAP1	6400.326329	6067.167653	6269.943912	5904.201984	5011.068877	5123.353984	5346.756956	7307.118435	7091.847184	7005.11349	6906.64603	6302.099571	6172.282156
QPCTL	2029.371763	2034.511103	1829.162056	1951.526551	2177.571001	2022.376573	2176.49283	2007.319244	2082.601401	1877.785813	1878.959144	2121.016103	1955.910917
PPP5C	6722.792477	6497.658408	6864.241646	5728.812706	5895.375149	4973.66627	5687.223893	6748.447059	5953.096456	6367.855861	6138.319992	6423.059376	6430.724479
CEP68	6311.448733	6555.646888	5902.877665	6414.114226	6321.594839	6842.108668	6901.140041	6584.959893	6793.99589	6324.427934	6123.40104	6250.527562	5990.280519
MAP4K3	4182.944268	4008.085159	4492.191694	4692.73263	4109.501371	4389.77802	4382.397725	4521.340433	4667.384799	4656.229075	4848.659459	4504.580619	4596.147986
TYROBP	1.139456352	3.931422422	1.028196771	5.988902172	1.327787196	0	5.34764823	2.165392928	0.785887321	0.944085376	1.657661354	4.688364508	0
TMEM159	519.5920965	493.3935139	471.9423181	567.2345914	561.6539838	599.8124744	514.2655048	516.4462133	514.7561952	521.1351276	429.3342906	529.7851894	459.8574675
GABRA3	623.2826245	621.1647427	670.384295	564.6679191	489.9534752	557.3478744	558.8292401	707.0007909	669.5759975	661.8038486	661.4068801	673.2491433	616.3788746
BRCA1	2118.249358	2306.762106	2259.976504	2413.527575	2427.194994	2574.416372	2337.813551	2442.563223	2552.562018	2499.938076	2561.086791	2485.770862	2446.10199
ERCC1	3132.365512	2938.73826	3029.067689	2726.661603	2784.369749	2789.924217	2839.60121	2959.009436	3111.327904	2835.088384	2844.546883	2840.211219	2841.652213
CD22	159.5238893	138.5826404	122.3554158	66.73348134	73.02829576	38.21813996	54.36775701	53.05212673	48.7250139	50.03652493	91.17137445	112.5207482	88.57412962
SEMA3B	25.06803974	48.15992467	51.40983857	65.87792389	90.28952931	104.0382699	109.6267887	40.05976916	38.50847873	34.93115891	38.95504181	40.31993477	67.94727751
MBTPS2	1626.004214	1625.643171	1639.97385	1778.703945	1773.923693	1914.091843	1889.502375	1699.833448	1720.307346	1861.736362	1875.643822	1695.312606	1733.868921
PRICKLE3	2556.940054	2527.904617	2273.343062	2157.715897	2185.537724	2195.419818	2081.126436	2178.385285	2154.117147	2083.596425	2365.482752	2200.7183	2253.180256
EXTL3	4367.536197	3985.47948	3964.726751	4347.942977	4895.551391	4991.713725	5203.261728	4220.350816	3745.538972	3760.292053	4417.667507	4287.040506	4227.291337
ELOVL5	7875.922305	8139.027269	7825.605627	9142.486944	9429.944664	9881.512409	10058.03505	9040.515474	9003.125149	9672.154677	9074.03825	9361.726249	8871.973093
ALOX5	705.3234819	4680.358393	679.6380659	1335.525184	2678.146774	2514.965932	2615.891259	488.2961052	1060.161996	2300.736061	752.5782545	1068.009435	1799.38951
KDM5D	4590.869642	4687.238382	4510.699236	4917.744241	4514.476465	4797.43818	5009.855117	5269.48369	5441.48381	5111.278226	4709.415906	4783.069471	4741.749295
CALCOCO1	3776.15835	4046.416528	3726.1851	3720.819364	3766.932274	3878.079591	3861.893297	3550.161705	3386.388466	3676.268454	3560.656588	3342.803894	4034.369602
UBR7	724.6942398	792.181618	791.711514	799.9462187	751.5275528	679.4335993	762.9311476	814.1877408	836.1841095	778.8704352	852.0379357	899.2283126	646.7124806
MAP4K5	4278.658602	4397.295979	4725.592361	4548.143421	3604.942236	3886.572511	3758.505431	4120.742742	4102.331815	4471.188341	4697.812276	4403.311946	4141.143896
EHD3	1.139456352	0.982855605	0	2.566672359	7.966723174	1.061614999	0.891274705	0	0	3.776341504	1.657661354	0.937672902	0
PSMC4	7118.183831	7181.725909	7347.494129	6147.180301	5613.884263	5243.316479	5730.005079	7098.158017	6902.44834	6968.294161	6544.447024	6422.121703	6718.287064
MAN2B2	2706.208836	2747.081417	2669.198819	3112.518015	3298.223394	3691.235351	3658.682664	3372.599485	3102.683143	3077.718326	2900.907369	2764.259714	2960.559949
SLC25A39	10583.2706	10014.31576	10158.5841	10467.74544	12167.84186	10491.94103	11415.44642	11381.30523	10761.94097	11010.86774	10443.26653	10382.85204	11307.15498
MVP	418.1804812	488.4792359	438.0118246	462.0010247	665.221385	552.0397994	558.8292401	420.086228	382.7271253	417.2857362	383.7486034	449.1453198	458.6441232
NUB1	4650.121372	4315.718964	4405.823166	4343.66519	5066.835939	4419.50324	4471.525195	4966.32868	4331.810913	4539.162488	4364.622344	4536.461498	4205.45114
PGM3	4525.92063	4532.930052	5058.728115	4979.344377	3971.411502	4081.909671	4184.53474	3951.842093	4569.148884	5228.344812	5124.660075	4511.144329	4542.760839
RWDD2A	314.4899531	340.0680395	371.1790345	395.2675433	385.0582868	365.1955596	340.4669373	299.9069205	371.7247028	368.1932967	377.1179579	333.811553	344.5897645
CLK1	7316.449236	6623.463925	7625.107257	7915.617556	7257.684812	6224.248738	6524.130841	6549.23091	7405.416225	8647.822044	8735.875333	7009.104939	6702.513589
POLR3B	3140.341706	3131.377959	3134.971956	3024.395597	2582.546096	2468.254872	2451.896714	3071.609868	3098.753707	3446.855708	3114.745683	2831.772163	2844.078902
ANGEL1	3208.709087	3084.20089	2937.558176	3323.840705	3541.208451	3407.784146	3548.164601	3271.908714	3154.551706	3300.522475	3037.66443	3248.098931	3097.667848
RNF14	2061.276541	1898.87703	2065.647314	2325.405158	2569.268224	2255.931873	2321.770607	2010.567333	2089.674386	2299.791976	2186.455325	2061.942711	1972.897736
DNASE1L1	1839.082552	1760.294389	1763.357463	1710.259349	1942.552667	1814.300033	1764.723916	2117.754283	1794.966641	2020.342705	1817.625674	1761.887382	1887.963639
DDX11	8253.082357	8143.941547	7982.919733	7867.706339	8851.029446	8180.805181	7941.257622	7479.267173	7783.428027	7648.035631	7674.972067	7640.158802	8588.05054
