NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
FBXO6	1	FBXO6	
FBXO5	1	FBXO5	
FBXO8	1	FBXO8	
FBXO7	1	FBXO7	
RNU6-298P	1	RNU6-298P	
FBXO9	1	FBXO9	
SEM1P1	1	SHFM1P1	
FBXO2	1	FBXO2	
BCS1L	1	BCS1L	
CYP39A1	1	CYP39A1	
SNORC	1	C2orf82	
IDH1-AS1	1	IDH1-AS1	
MT1F	1	MT1F	
MTCP1	1	MTCP1	
FLYWCH2	1	FLYWCH2	
FLYWCH1	1	FLYWCH1	
MT1E	1	MT1E	
AARS1	1	AARS	
MIR1291	1	MIR1291	
AARS2	1	AARS2	
SDC4	1	SDC4	
SDC2	1	SDC2	
MYCBP2	1	MYCBP2	
SDC3	1	SDC3	
CWF19L2	1	CWF19L2	
APOO	1	APOO	
APOM	1	APOM	
STK38L	1	STK38L	
APOD	1	APOD	
APOE	1	APOE	
MIR1293	1	MIR1293	
APOBEC3C	1	APOBEC3C	
MIR3648-2	1	MIR3648-2	
APOBEC3D	1	APOBEC3D	
APOBEC3F	1	APOBEC3F	
MIR3648-1	1	MIR3648-1	
TNFSF14	1	TNFSF14	
APOBEC3G	1	APOBEC3G	
AFDN-DT	1	AFDN-AS1	
TGDS	1	TGDS	
APOBEC3H	1	APOBEC3H	
DDIAS	1	DDIAS	
TNFSF12	1	TNFSF12	
TNFSF13	1	TNFSF13	
IGF2	1	IGF2	
DELE1	1	KIAA0141	
IGF1	1	IGF1	
BST2	1	BST2	
BST1	1	BST1	
MSRA	1	MSRA	
CYP26A1	1	CYP26A1	
FBXL8	1	FBXL8	
CWF19L1	1	CWF19L1	
SDC1	1	SDC1	
FBXL3	1	FBXL3	
FBXL2	1	FBXL2	
FBXL5	1	FBXL5	
MIR1282	1	MIR1282	
FBXL4	1	FBXL4	
APOBEC3A	1	APOBEC3A	
APOBEC3B	1	APOBEC3B	
FBXL6	1	FBXL6	
MRPS17	1	MRPS17	
LINC01395	1	LINC01395	
LINC01396	1	LINC01396	
MRPS15	1	MRPS15	
EIF4A1P2	1	EIF4A1P2	
LINC01397	1	LINC01397	
MRPS16	1	MRPS16	
LINC01391	1	LINC01391	
MRPS14	1	MRPS14	
MRPS11	1	MRPS11	
MRPS12	1	MRPS12	
MRPS10	1	MRPS10	
EIF4A1P7	1	EIF4A1P7	
DMBX1	1	DMBX1	
VMO1	1	VMO1	
RAC2	1	RAC2	
RAC3	1	RAC3	
SDF4	1	SDF4	
RAC1	1	RAC1	
SDF2	1	SDF2	
LINC01388	1	LINC01388	
MRPS28	1	MRPS28	
MRPS26	1	MRPS26	
MRPS27	1	MRPS27	
MRPS24	1	MRPS24	
MRPS25	1	MRPS25	
LINC00051	1	LINC00051	
MRPS22	1	MRPS22	
MST1	1	MST1	
MRPS23	1	MRPS23	
GAB1	1	GAB1	
PRPF40B	1	PRPF40B	
MRPS21	1	MRPS21	
PRPF40A	1	PRPF40A	
GAB2	1	GAB2	
SYP	1	SYP	
APRT	1	APRT	
RAP2C	1	RAP2C	
CNKSR1	1	CNKSR1	
RAP2A	1	RAP2A	
RAP2B	1	RAP2B	
CNKSR3	1	CNKSR3	
TLCD4	1	TMEM56	
SDE2	1	SDE2	
MICU3	1	MICU3	
TLCD2	1	TLCD2	
TLCD1	1	TLCD1	
MICU2	1	MICU2	
MICU1	1	MICU1	
RPF2P1	1	RPF2P1	
TLCD5	1	TMEM136	
CSTPP1	1	C11orf49	
DYNC1I2	1	DYNC1I2	
SELPLG	1	SELPLG	
MRPS35	1	MRPS35	
MRPS36	1	MRPS36	
MRPS33	1	MRPS33	
MRPS34	1	MRPS34	
MRPS31	1	MRPS31	
PRICKLE2	1	PRICKLE2	
PRICKLE3	1	PRICKLE3	
MRPS30	1	MRPS30	
PRICKLE4	1	PRICKLE4	
SH3BGRL	1	SH3BGRL	
ZFP14	1	ZFP14	
IGKC	1	IGKC	
FHIP1A	1	FAM160A1	
FHIP1B	1	FAM160A2	
MSX1	1	MSX1	
RAE1	1	RAE1	
DYNC1I1	1	DYNC1I1	
SLC25A5P5	1	SLC25A5P5	
MAP3K2	1	MAP3K2	
DYNC1H1	1	DYNC1H1	
MAP3K3	1	MAP3K3	
SLC25A5P3	1	SLC25A5P3	
MAP3K1	1	MAP3K1	
SLC25A5P2	1	SLC25A5P2	
SORT1	1	SORT1	
IGIP	1	IGIP	
APTX	1	APTX	
CEBPA-DT	1	CEBPA-AS1	
VMP1	1	VMP1	
PDCL3	1	PDCL3	
TRBV20OR9-2	1	TRBV20OR9-2	
APTR	1	APTR	
FHIP2A	1	FAM160B1	
FHIP2B	1	FAM160B2	
TACC3	1	TACC3	
RAD1	1	RAD1	
TACC1	1	TACC1	
HDGF	1	HDGF	
TACC2	1	TACC2	
LINC01399	1	LINC01399	
ZFP28	1	ZFP28	
DENND5B	1	DENND5B	
TACO1	1	TACO1	
NUS1P1	1	NUS1P1	
NCMAP	1	NCMAP	
TGM1	1	TGM1	
ZNF81	1	ZNF81	
DMBT1	1	DMBT1	
ZNF83	1	ZNF83	
ZNF84	1	ZNF84	
ZNF85	1	ZNF85	
IGFLR1	1	IGFLR1	
TGM7	1	TGM7	
DENND5A	1	DENND5A	
TGM6	1	TGM6	
TGM5	1	TGM5	
RAG2	1	RAG2	
RAG1	1	RAG1	
TGM2	1	TGM2	
OR1B1	1	OR1B1	
MSX2	1	MSX2	
ZGRF1	1	ZGRF1	
RADX	1	CXorf57	
DNAJB12	1	DNAJB12	
DNAJB13	1	DNAJB13	
ZNF98	1	ZNF98	
SDHC	1	SDHC	
DNAJB14	1	DNAJB14	
ZNF99	1	ZNF99	
SDHD	1	SDHD	
SDHA	1	SDHA	
SDHB	1	SDHB	
ZNF90	1	ZNF90	
ZNF91	1	ZNF91	
ZNF92	1	ZNF92	
ZNF93	1	ZNF93	
PSPC1	1	PSPC1	
DNAJB11	1	DNAJB11	
ITGA6-AS1	1	AC078883.3	
DENND6B	1	DENND6B	
BBOF1	1	BBOF1	
DENND6A	1	DENND6A	
RAF1	1	RAF1	
DIPK1C	1	FAM69C	
DIPK1B	1	FAM69B	
DIPK1A	1	FAM69A	
RAI1	1	RAI1	
RNASEH1	1	RNASEH1	
LPXN	1	LPXN	
IL36RN	1	IL36RN	
SLC6A10P	1	SLC6A10P	
RPL15P2	1	RPL15P2	
FGF23	1	FGF23	
RPL15P3	1	RPL15P3	
FGF22	1	FGF22	
FGF21	1	FGF21	
DENND4B	1	DENND4B	
DENND4A	1	DENND4A	
DENND4C	1	DENND4C	
TLX1NB	1	TLX1NB	
HLA-F-AS1	1	HLA-F-AS1	
IFT20	1	IFT20	
FGF17	1	FGF17	
SDK1	1	SDK1	
IFT22	1	IFT22	
FGF18	1	FGF18	
IFT27	1	IFT27	
FGF13	1	FGF13	
FGF12	1	FGF12	
SDK2	1	SDK2	
FGF11	1	FGF11	
STEAP3-AS1	1	STEAP3-AS1	
LDHAP3	1	LDHAP3	
LDHAP4	1	LDHAP4	
TAT	1	TAT	
LDHAP5	1	LDHAP5	
LDHAP7	1	LDHAP7	
MYSM1	1	MYSM1	
IFT52	1	IFT52	
LASP1	1	LASP1	
CYP26B1	1	CYP26B1	
EEF2K	1	EEF2K	
KHDC1P1	1	KHDC1P1	
GGACT	1	GGACT	
IFT57	1	IFT57	
TBP	1	TBP	
OR1F1	1	OR1F1	
EIF3LP3	1	EIF3LP3	
EIF3LP2	1	EIF3LP2	
EEF1G	1	EEF1G	
IFT43	1	IFT43	
EEF1D	1	EEF1D	
DIPK2A	1	C3orf58	
IFT46	1	IFT46	
SCAMP1-AS1	1	SCAMP1-AS1	
RALA	1	RALA	
RALB	1	RALB	
GALT	1	GALT	
TAFAZZIN	1	TAZ	
P4HA2-AS1	1	P4HA2-AS1	
PSMB10	1	PSMB10	
IFT74	1	IFT74	
IL1RL2	1	IL1RL2	
NWD1	1	NWD1	
MTA1	1	MTA1	
TGS1	1	TGS1	
TDG	1	TDG	
LAMA5-AS1	1	LAMA5-AS1	
MVB12B	1	MVB12B	
MVB12A	1	MVB12A	
SLIT1	1	SLIT1	
DROSHA	1	DROSHA	
TDH	1	TDH	
RALY	1	RALY	
SLIT2	1	SLIT2	
MTA2	1	MTA2	
MTA3	1	MTA3	
HSD3B7	1	HSD3B7	
HSD3B1	1	HSD3B1	
ACTBP11	1	ACTBP11	
GOLGA5P1	1	GOLGA5P1	
WARS1	1	WARS	
WARS2	1	WARS2	
GALE	1	GALE	
TEC	1	TEC	
VN1R108P	1	VN1R108P	
TNIP1	1	TNIP1	
TEF	1	TEF	
TNIP2	1	TNIP2	
GALM	1	GALM	
SLIRP	1	SLIRP	
IPO13	1	IPO13	
IPO11	1	IPO11	
TES	1	TES	
MIR6862-2	1	MIR6862-2	
MSANTD3	1	MSANTD3	
CAPN15	1	CAPN15	
FAR2P2	1	FAR2P2	
MTBP	1	MTBP	
FAR2P1	1	FAR2P1	
FAR2P4	1	FAR2P4	
FAR2P3	1	FAR2P3	
TFG	1	TFG	
MSANTD1	1	MSANTD1	
ZSCAN31	1	ZSCAN31	
MSANTD2	1	MSANTD2	
ZSCAN30	1	ZSCAN30	
ZSCAN32	1	ZSCAN32	
HOMER3	1	HOMER3	
GAMT	1	GAMT	
PRKCG	1	PRKCG	
UBE2MP1	1	UBE2MP1	
MBNL1	1	MBNL1	
PRKCI	1	PRKCI	
MBNL2	1	MBNL2	
PRKCH	1	PRKCH	
DNAAF3	1	DNAAF3	
DNAAF2	1	DNAAF2	
DNAAF1	1	DNAAF1	
PRKCE	1	PRKCE	
PRKCD	1	PRKCD	
AFAP1	1	AFAP1	
DNAAF5	1	DNAAF5	
PRKCA	1	PRKCA	
DNAAF4	1	DYX1C1	
AP4B1-AS1	1	AP4B1-AS1	
GANC	1	GANC	
DNAAF9	1	C20orf194	
DNAAF8	1	C16orf71	
MTAP	1	MTAP	
DAAM1	1	DAAM1	
ZSCAN20	1	ZSCAN20	
PRKD3	1	PRKD3	
DAAM2	1	DAAM2	
ZSCAN22	1	ZSCAN22	
ZSCAN21	1	ZSCAN21	
ZSCAN23	1	ZSCAN23	
PRKCQ	1	PRKCQ	
PRKD2	1	PRKD2	
ZSCAN26	1	ZSCAN26	
PRKD1	1	PRKD1	
ZSCAN25	1	ZSCAN25	
FREM1	1	FREM1	
FREM2	1	FREM2	
ZSCAN29	1	ZSCAN29	
PRKDC	1	PRKDC	
CAPN10-DT	1	CAPN10-AS1	
PRDM15	1	PRDM15	
PRDM12	1	PRDM12	
PRDM11	1	PRDM11	
SDSL	1	SDSL	
PRKCZ	1	PRKCZ	
PRDM10	1	PRDM10	
MTDH	1	MTDH	
ZSCAN10	1	ZSCAN10	
PRDM16	1	PRDM16	
GAR1	1	GAR1	
ZSCAN12	1	ZSCAN12	
ZSCAN16	1	ZSCAN16	
FAM120AOS	1	FAM120AOS	
ZSCAN18	1	ZSCAN18	
BTF3	1	BTF3	
HOMER1	1	HOMER1	
HOMER2	1	HOMER2	
MEX3D	1	MEX3D	
MEX3C	1	MEX3C	
PEDS1-UBE2V1	1	TMEM189-UBE2V1	
MEX3B	1	MEX3B	
MEX3A	1	MEX3A	
LINC02603	1	MIRLET7DHG	
LINC02600	1	AC141928.1	
CDKN1C	1	CDKN1C	
SETD4	1	SETD4	
DENND1C	1	DENND1C	
BTG3	1	BTG3	
SETD5	1	SETD5	
DENND1B	1	DENND1B	
CDKN1A	1	CDKN1A	
BTG2	1	BTG2	
RARG	1	RARG	
SETD2	1	SETD2	
CDKN1B	1	CDKN1B	
BTG1	1	BTG1	
SETD3	1	SETD3	
SETD9	1	SETD9	
SETD6	1	SETD6	
DENND1A	1	DENND1A	
SETD7	1	SETD7	
ASH2L	1	ASH2L	
ASGR1	1	ASGR1	
ASGR2	1	ASGR2	
RNU1-6P	1	RNU1-6P	
ADAMTSL5	1	ADAMTSL5	
ADAMTSL4	1	ADAMTSL4	
MTG1	1	MTG1	
MTG2	1	MTG2	
DENND11	1	KIAA1147	
ADAMTSL2	1	ADAMTSL2	
DENND10	1	FAM45A	
TK2	1	TK2	
RPL14P1	1	RPL14P1	
TK1	1	TK1	
RPL14P3	1	RPL14P3	
DENND2D	1	DENND2D	
DENND2C	1	DENND2C	
ZSCAN5A	1	ZSCAN5A	
RNU6-1053P	1	RNU6-1053P	
ZSCAN5B	1	ZSCAN5B	
DENND2B	1	ST5	
DENND2A	1	DENND2A	
FAM3D-AS1	1	FAM3D-AS1	
ASAP1-IT2	1	ASAP1-IT2	
ASH1L	1	ASH1L	
COPZ1	1	COPZ1	
FSCN1P1	1	FSCN1P1	
ANGPTL6	1	ANGPTL6	
MTF1	1	MTF1	
MTF2	1	MTF2	
RARA	1	RARA	
GAS2	1	GAS2	
GAS1	1	GAS1	
ANGPTL2	1	ANGPTL2	
ANGPTL5	1	ANGPTL5	
SINHCAF	1	FAM60A	
ANGPTL4	1	ANGPTL4	
TKT	1	TKT	
GAS6	1	GAS6	
GART	1	GART	
GAS5	1	GAS5	
GAS8	1	GAS8	
ZNF528-AS1	1	ZNF528-AS1	
GAS7	1	GAS7	
LNX1-AS2	1	LNX1-AS2	
CEP295NL	1	CEP295NL	
AATBC	1	AATBC	
MTCO1P5	1	MTCO1P5	
PAPSS1	1	PAPSS1	
ERMP1	1	ERMP1	
OLFML3	1	OLFML3	
ARRDC1-AS1	1	ARRDC1-AS1	
TOMM20P4	1	TOMM20P4	
OLFML1	1	OLFML1	
MBNL3	1	MBNL3	
CDKN2D	1	CDKN2D	
HOXB-AS1	1	HOXB-AS1	
CDKN2B	1	CDKN2B	
CDKN2C	1	CDKN2C	
CDKN2A	1	CDKN2A	
IL10RB	1	IL10RB	
IL10RA	1	IL10RA	
OR8A2P	1	OR8A2P	
HOXB-AS3	1	HOXB-AS3	
GATC	1	GATC	
GATB	1	GATB	
GATM	1	GATM	
OSTM1	1	OSTM1	
COQ8B	1	COQ8B	
COQ8A	1	COQ8A	
LINC01354	1	LINC01354	
GTF2B	1	GTF2B	
CIBAR1P1	1	FAM92A1P1	
TNN	1	TNN	
SETP3	1	SETP3	
LINC01348	1	LINC01348	
TNR	1	TNR	
LINC01347	1	LINC01347	
GTF2I	1	GTF2I	
MAP2K3	1	MAP2K3	
LINC01340	1	LINC01340	
MAP2K4	1	MAP2K4	
LINC01341	1	LINC01341	
MAP2K1	1	MAP2K1	
MAP2K2	1	MAP2K2	
WWTR1-IT1	1	WWTR1-IT1	
LARP4P	1	LARP4P	
RALGAPA1	1	RALGAPA1	
SKIDA1	1	SKIDA1	
RALGAPA2	1	RALGAPA2	
GTF3A	1	GTF3A	
LARP4B	1	LARP4B	
RFX3-DT	1	RFX3-AS1	
H4C16	1	HIST4H4	
H4C15	1	HIST2H4B	
H4C14	1	HIST2H4A	
H4C12	1	HIST1H4K	
H4C11	1	HIST1H4J	
LINC01339	1	LINC01339	
TOX	1	TOX	
LINC01376	1	LINC01376	
INSIG2	1	INSIG2	
INSIG1	1	INSIG1	
MTLN	1	LINC00116	
MTM1	1	MTM1	
TPO	1	TPO	
ESPNL	1	ESPNL	
CDIPTOSP	1	CDIPT-AS1	
TPR	1	TPR	
ESPNP	1	ESPNP	
BTLA	1	BTLA	
MAP2K7	1	MAP2K7	
MAP2K5	1	MAP2K5	
MAP2K6	1	MAP2K6	
LINC02693	1	C17orf51	
LINC02692	1	PRR31	
SYNJ2	1	SYNJ2	
RNU1-5P	1	RNU1-5P	
COPS4	1	COPS4	
COPRS	1	COPRS	
COPS3	1	COPS3	
COPS6	1	COPS6	
COPS5	1	COPS5	
SYNJ1	1	SYNJ1	
COPS2	1	COPS2	
POLR2MP1	1	GCOM2	
LINC01359	1	LINC01359	
COPS8	1	COPS8	
LINC01355	1	LINC01355	
LINC01356	1	LINC01356	
RAB28P5	1	RAB28P5	
COPS9	1	COPS9	
TCP10L	1	TCP10L	
ATP8B1-AS1	1	RP11-35G9.3	
BMPR2	1	BMPR2	
GAL3ST1	1	GAL3ST1	
ASH1L-AS1	1	ASH1L-AS1	
SYNE4	1	SYNE4	
WDFY3-AS1	1	WDFY3-AS1	
MTO1	1	MTO1	
SYNE3	1	SYNE3	
SYNE2	1	SYNE2	
SYNE1	1	SYNE1	
WDFY3-AS2	1	WDFY3-AS2	
THBD	1	THBD	
PROX1-AS1	1	PROX1-AS1	
LINC01305	1	LINC01305	
SERAC1	1	SERAC1	
LINC01300	1	LINC01300	
LINC02631	1	AC092620.3	
LINC01301	1	LINC01301	
PRKG1	1	PRKG1	
GAL3ST4	1	GAL3ST4	
RPS9P1	1	RPS9P1	
SECISBP2L	1	SECISBP2L	
LANCL1	1	LANCL1	
AVPR2	1	AVPR2	
TSN	1	TSN	
SUCLG2P2	1	SUCLG2P2	
TST	1	TST	
ESPL1	1	ESPL1	
LANCL2	1	LANCL2	
ALDH9A1	1	ALDH9A1	
MTPN	1	MTPN	
LEPROT	1	LEPROT	
DGCR11	1	DGCR11	
WASF4P	1	WASF4P	
TTK	1	TTK	
TTL	1	TTL	
MIR148A	1	MIR148A	
TTN	1	TTN	
MIR148B	1	MIR148B	
NUTM2HP	1	NUTM2HP	
RNU11	1	RNU11	
RNU12	1	RNU12	
ABLIM1	1	ABLIM1	
ABLIM2	1	ABLIM2	
ALOXE3	1	ALOXE3	
TUB	1	TUB	
MTOR	1	MTOR	
GLOD4	1	GLOD4	
GLOD5	1	GLOD5	
LINC01315	1	LINC01315	
LINC01311	1	LINC01311	
DYNC2I2	1	WDR34	
DYNC2I1	1	WDR60	
TCERG1	1	TCERG1	
OLFM5P	1	OLFM5P	
C12orf57	1	C12orf57	
MTRR	1	MTRR	
C12orf56	1	C12orf56	
WDSUB1	1	WDSUB1	
HDAC10	1	HDAC10	
ZMYND8	1	ZMYND8	
PITPNB	1	PITPNB	
AQP8	1	AQP8	
PITPNA	1	PITPNA	
HDAC11	1	HDAC11	
AQP6	1	AQP6	
AQP7	1	AQP7	
GBA1	1	GBA	
MKI67	1	MKI67	
AQP2	1	AQP2	
GBA2	1	GBA2	
AQP3	1	AQP3	
AQP1	1	AQP1	
KIAA0930	1	KIAA0930	
C12orf60	1	C12orf60	
BTRC	1	BTRC	
SYNPO	1	SYNPO	
DYNC2H1	1	DYNC2H1	
CPT1A	1	CPT1A	
RPS4XP17	1	RPS4XP17	
IFRD2	1	IFRD2	
RPS4XP16	1	RPS4XP16	
IFRD1	1	IFRD1	
KNL1	1	KNL1	
RPS4XP11	1	RPS4XP11	
CPT1C	1	CPT1C	
CPT1B	1	CPT1B	
PCMTD1P3	1	PCMTD1P3	
THEG	1	THEG	
TATDN2P2	1	TATDN2P2	
NIF3L1	1	NIF3L1	
RPL37P23	1	RPL37P23	
HECA	1	HECA	
CAGE1	1	CAGE1	
RPS2P52	1	RPS2P52	
C12orf54	1	C12orf54	
RPS2P55	1	RPS2P55	
DIP2A-IT1	1	DIP2A-IT1	
RTEL1	1	RTEL1	
BCYRN1	1	BCYRN1	
TSC22D1-AS1	1	TSC22D1-AS1	
TXK	1	TXK	
MTTP	1	MTTP	
ST20-AS1	1	ST20-AS1	
TRANK1	1	TRANK1	
SLC26A10P	1	SLC26A10	
TXN	1	TXN	
STRIP1	1	STRIP1	
STRIP2	1	STRIP2	
RPS2P45	1	RPS2P45	
RPS2P46	1	RPS2P46	
RPS2P48	1	RPS2P48	
RPS2P44	1	RPS2P44	
SYNRG	1	SYNRG	
OCEL1	1	OCEL1	
ZZZ3	1	ZZZ3	
VNN2	1	VNN2	
SMURF2P1	1	SMURF2P1	
C12orf73	1	C12orf73	
RBAK	1	RBAK	
C12orf76	1	C12orf76	
RPS2P32	1	RPS2P32	
C12orf75	1	C12orf75	
TENM1	1	TENM1	
RANP4	1	RANP4	
TENM3	1	TENM3	
TENM4	1	TENM4	
LINC01270	1	LINC01270	
RANP8	1	RANP8	
LINC01271	1	LINC01271	
GBE1	1	GBE1	
LINC01273	1	LINC01273	
RPL13P12	1	RPL13P12	
ZNF341-AS1	1	ZNF341-AS1	
SEC61G	1	SEC61G	
TMED3	1	TMED3	
TMED2	1	TMED2	
DGCR6L	1	DGCR6L	
TMED1	1	TMED1	
SEC61B	1	SEC61B	
TMED7	1	TMED7	
TMED6	1	TMED6	
ERMAP	1	ERMAP	
TMED5	1	TMED5	
TMED4	1	TMED4	
SLC25A6P4	1	SLC25A6P4	
SLC25A6P5	1	SLC25A6P5	
ZYG11B	1	ZYG11B	
TMED9	1	TMED9	
ZYG11A	1	ZYG11A	
SLC25A6P3	1	SLC25A6P3	
TMED8	1	TMED8	
LINC01260	1	LINC01260	
HEG1	1	HEG1	
SCNM1	1	SCNM1	
SCAND2P	1	SCAND2P	
AVPI1	1	AVPI1	
SDCCAG8	1	SDCCAG8	
MRPS9-AS1	1	UTAT33	
LINC01297	1	LINC01297	
DTYMK	1	DTYMK	
LINC01293	1	LINC01293	
LINC01291	1	LINC01291	
RBFA	1	RBFA	
C12orf40	1	C12orf40	
NOP14-AS1	1	NOP14-AS1	
C12orf43	1	C12orf43	
LINC01285	1	LINC01285	
TM4SF19	1	TM4SF19	
MTX1	1	MTX1	
MTX2	1	MTX2	
C12orf29	1	C12orf29	
MTX3	1	MTX3	
MIR26A1	1	MIR26A1	
GBF1	1	GBF1	
MIR26A2	1	MIR26A2	
NR6A1	1	NR6A1	
PRKRA	1	PRKRA	
COPG2	1	COPG2	
COPG1	1	COPG1	
LINC01278	1	LINC01278	
HEIH	1	HEIH	
FRA10AC1	1	FRA10AC1	
IHO1	1	CCDC36	
GAS5-AS1	1	GAS5-AS1	
MYRFL	1	MYRFL	
HELB	1	HELB	
PCNAP4	1	PCNAP4	
GOLGA6L9	1	GOLGA6L9	
BMPER	1	BMPER	
GOLGA6L4	1	GOLGA6L4	
STX16-NPEPL1	1	STX16-NPEPL1	
IL11RA	1	IL11RA	
STIMATE	1	TMEM110	
CDPF1	1	CDPF1	
ACYP2	1	ACYP2	
ACYP1	1	ACYP1	
RSBN1	1	RSBN1	
MBNL1-AS1	1	MBNL1-AS1	
RTN3P1	1	RTN3P1	
ZCCHC8	1	ZCCHC8	
ZCCHC7	1	ZCCHC7	
COPB2	1	COPB2	
COPB1	1	COPB1	
ZCCHC9	1	ZCCHC9	
ALOX15	1	ALOX15	
ALOX12	1	ALOX12	
YWHAZP2	1	YWHAZP2	
YWHAZP4	1	YWHAZP4	
ZMAT1	1	ZMAT1	
YWHAZP3	1	YWHAZP3	
THPO	1	THPO	
ZMAT2	1	ZMAT2	
UBB	1	UBB	
ZMAT3	1	ZMAT3	
C15orf61	1	C15orf61	
ZMAT5	1	ZMAT5	
UBC	1	UBC	
C15orf62	1	C15orf62	
YWHAZP6	1	YWHAZP6	
LONRF1	1	LONRF1	
YWHAZP5	1	YWHAZP5	
CPSF4	1	CPSF4	
CPSF7	1	CPSF7	
CPSF6	1	CPSF6	
HELQ	1	HELQ	
CPSF1	1	CPSF1	
CPSF3	1	CPSF3	
CPSF2	1	CPSF2	
HELZ	1	HELZ	
SEM1	1	SHFM1	
FAM90A11P	1	FAM90A11P	
SELL	1	SELL	
BAMBI	1	BAMBI	
CRYL1	1	CRYL1	
ZCCHC4	1	ZCCHC4	
RBIS	1	C8orf59	
FGFR4	1	FGFR4	
ZCCHC3	1	ZCCHC3	
FGFR3	1	FGFR3	
ZCCHC2	1	ZCCHC2	
FGFR2	1	FGFR2	
FGFR1	1	FGFR1	
ST7-OT4	1	ST7-OT4	
C15orf39	1	C15orf39	
UCN	1	UCN	
THRB	1	THRB	
THRA	1	THRA	
SMG1P1	1	SMG1P1	
SMG1P2	1	SMG1P2	
SMG1P3	1	SMG1P3	
SMG1P4	1	SMG1P4	
SMG1P5	1	SMG1P5	
SMG1P6	1	SMG1P6	
SMG1P7	1	SMG1P7	
OPLAH	1	OPLAH	
RBM3	1	RBM3	
RBM4	1	RBM4	
MIR762HG	1	MIR762HG	
HEPH	1	HEPH	
C15orf40	1	C15orf40	
RBM7	1	RBM7	
RBM5	1	RBM5	
RBM6	1	RBM6	
FTLP3	1	FTLP3	
FTLP2	1	FTLP2	
C15orf48	1	C15orf48	
SMKR1	1	SMKR1	
GLP2R	1	GLP2R	
MYRIP	1	MYRIP	
FLJ16779	1	FLJ16779	
RBL2	1	RBL2	
RBL1	1	RBL1	
TDGF1P7	1	TDGF1P7	
TMEM9	1	TMEM9	
RBKS	1	RBKS	
TSGA10IP	1	TSGA10IP	
NRXN2	1	NRXN2	
BICRA	1	GLTSCR1	
NXF1	1	NXF1	
MUC1	1	MUC1	
EOLA1-DT	1	LINC00893	
NXF3	1	NXF3	
SAP30L	1	SAP30L	
POC1A	1	POC1A	
POC1B	1	POC1B	
HES1	1	HES1	
TENT2	1	PAPD4	
BUB3	1	BUB3	
GBP2	1	GBP2	
HES3	1	HES3	
GBP1	1	GBP1	
MUC4	1	MUC4	
BUB1	1	BUB1	
HES2	1	HES2	
GBP4	1	GBP4	
GBP3	1	GBP3	
HES4	1	HES4	
CRYGS	1	CRYGS	
NOC2LP1	1	NOC2LP1	
NOC2LP2	1	NOC2LP2	
CAPN13	1	CAPN13	
CAPN14	1	CAPN14	
CAPN11	1	CAPN11	
CAPN12	1	CAPN12	
JSRP1	1	JSRP1	
CAPN10	1	CAPN10	
FSIP1	1	FSIP1	
RBMX	1	RBMX	
FSIP2	1	FSIP2	
ZFYVE9	1	ZFYVE9	
ARAF	1	ARAF	
C22orf23	1	C22orf23	
RBPJ	1	RBPJ	
ZFYVE1	1	ZFYVE1	
ZFYVE28	1	ZFYVE28	
ZFYVE26	1	ZFYVE26	
NDUFB2-AS1	1	NDUFB2-AS1	
ZFYVE27	1	ZFYVE27	
RNU2-7P	1	RNU2-7P	
UBASH3B	1	UBASH3B	
LINC01629	1	LINC01629	
LINC01625	1	LINC01625	
HES7	1	HES7	
HES6	1	HES6	
HPCAL1	1	HPCAL1	
ZFYVE21	1	ZFYVE21	
OR2L2	1	OR2L2	
TNS2-AS1	1	RP11-983P16.4	
RNASE4	1	RNASE4	
GAPVD1	1	GAPVD1	
C22orf39	1	C22orf39	
RNASE1	1	RNASE1	
KMT5AP1	1	SETD8P1	
RBP4	1	RBP4	
ZFYVE16	1	ZFYVE16	
RBP5	1	RBP5	
ZFYVE19	1	ZFYVE19	
LINC01618	1	LINC01618	
NR2F2-AS1	1	NR2F2-AS1	
LINC01619	1	LINC01619	
LINC01612	1	LINC01612	
NOS2P3	1	NOS2P3	
NOS2P2	1	NOS2P2	
RNU6-1191P	1	RNU6-1191P	
CEP85L	1	CEP85L	
C22orf46	1	C22orf46	
SDR39U1	1	SDR39U1	
LINC02977	1	RP11-4O1.2	
LINC02976	1	RP3-475N16.1	
LINC02979	1	RP11-703I16.1	
OR5AH1P	1	OR5AH1P	
LINC00310	1	LINC00310	
LINC00313	1	LINC00313	
EDEM3	1	EDEM3	
MCTS1	1	MCTS1	
MCTS2	1	MCTS2P	
EDEM1	1	EDEM1	
LRBA	1	LRBA	
EDEM2	1	EDEM2	
NETO2	1	NETO2	
PTRHD1	1	PTRHD1	
COL1A1	1	COL1A1	
SETX	1	SETX	
LINC00304	1	LINC00304	
DCHS1	1	DCHS1	
PHKA2-AS1	1	PHKA2-AS1	
ARF3	1	ARF3	
ARF4	1	ARF4	
SUCLG2-DT	1	SUCLG2-AS1	
ARF1	1	ARF1	
HEXB	1	HEXB	
HEXA	1	HEXA	
HEXD	1	HEXDC	
TAB3-AS2	1	TAB3-AS2	
IKBKB	1	IKBKB	
TUBA1C	1	TUBA1C	
TUBA1B	1	TUBA1B	
TUBA1A	1	TUBA1A	
HMGB3P6	1	HMGB3P6	
HEY1	1	HEY1	
PP7080	1	PP7080	
HEY2	1	HEY2	
LINC02910	1	C20orf197	
