"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Pval_threshold"	"FC1.2_threshold"	"FC1.5_threshold"
"DERA"	3051.96183664688	0.0508148077917605	0.0571618728700778	0.888963311388635	0.374022797782902	0.650854529453852	FALSE	FALSE	FALSE
"STRAP"	9877.44351609012	-0.0270702039514532	0.0506852176895874	-0.53408479208356	0.593282871010965	0.804434202774121	FALSE	FALSE	FALSE
"DEF6"	3402.19743380802	-0.0678486036785854	0.0520394095494603	-1.30379272681984	0.192304263134164	0.464174415140089	FALSE	FALSE	FALSE
"PLEKHO1"	165.553787933375	-0.0501144257264789	0.153853408063909	-0.325728408340893	0.744629848667135	0.889384259471031	FALSE	FALSE	FALSE
"GCLM"	1021.29367172698	0.022812171474018	0.0768659963403229	0.296778452893755	0.766635656832347	0.898939720723817	FALSE	FALSE	FALSE
"UBR2"	4056.33235704061	0.0659024852646431	0.0579651381417185	1.13693311837744	0.255566245983766	0.538537105773031	FALSE	FALSE	FALSE
"DEPDC1"	6854.143430659	0.148191931917552	0.072975307271508	2.03071336673098	0.0422840796089039	0.197263904999383	FALSE	FALSE	FALSE
"CCDC28A"	1780.72740675702	0.0486921832671565	0.0856938155837903	0.568211170612959	0.569891587275478	0.790317491043668	FALSE	FALSE	FALSE
"RRAGD"	195.370371723365	0.00867492122384151	0.165236201170968	0.0525001250474504	0.958130195700325	0.983235605751694	FALSE	FALSE	FALSE
"HSF2"	1579.6502920837	0.045889391124265	0.0829378298340196	0.553298672223541	0.580058910105678	0.7953810013653	FALSE	FALSE	FALSE
"PHF20"	10106.9140320921	-0.0695572810208824	0.0502060354879808	-1.38543663814153	0.165918994451769	0.432240561958682	FALSE	FALSE	FALSE
"HSD17B6"	137.914206925817	0.188538656732099	0.17373859665122	1.08518579271473	0.277839375358222	0.562714239843735	FALSE	FALSE	FALSE
"NR1H3"	2447.35103712666	0.0857764612969128	0.0607873781162157	1.41108999853427	0.158218078664185	0.422705298974743	FALSE	FALSE	FALSE
"TYMP"	121.766224524382	-0.241302066104616	0.195688293974972	-1.23309402521276	0.217540686347442	0.496646274691962	FALSE	FALSE	FALSE
"NCAPH2"	4342.25412212031	-0.0916112986707404	0.0481495081179197	-1.90264246202436	0.0570872145032998	0.233304186214057	FALSE	FALSE	FALSE
"TOMM34"	8546.27011388713	-0.315569846404069	0.0553143531587146	-5.70502642412898	1.16325041524848e-08	1.63788081905351e-06	TRUE	FALSE	FALSE
"SEC63"	8274.61430249402	0.000199989562512167	0.0484372533257292	0.00412883780108842	0.996705673424351	0.998330536322857	FALSE	FALSE	FALSE
